Judul,Label
proyeksi penerapan pajak karbon dalam upaya menekan emisi gas rumah kaca pada sektor pertanian dan perkebunan di indonesia,0
mendorong lahirnya ruu keamanan laut dalam penguatan sistem keamanan laut nasional,0
metode pembelajaran steam untuk mengembangkan konsep matematika dan kreativitas anak,0
perubahan sosial dalam tradisi kesopanan masyarakat kota banda aceh,0
implementasi explainable machine learning visualisasi global explainability and local interpretability pada analisis sentimen dengan shap dan lime,1
penggunaan bahasa dalam komunikasi antar budaya di lingkungan kerja nizaro furniture,0
chatbot edukasi pranikah berbasis telegram menggunakan bidirectional encoder representations from transformers bert,1
evaluasi kinerja model yolov8 dalam deteksi kesegaran buah,1
perspektif olahraga petanque dalam mendukung prestasi olahraga jawa tengah,0
demokrasi dan kebijakan publik dalam pp nomor 21 tahun 2024 tentang tabungan penyelenggaraan perumahan rakyat,0
perbandingan klasifikasi bahasa menggunakan metode na ve bayes classifier nbc dan support vector machine svm,1
pengaruh kedisiplinan guru mengajar terhadap peningkatan motivasi dan hasil belajar siswa dalam pembelajaran aqidah akhlak di min 1 kota bengkulu,0
strategi efektif dalam optimalisasi soft skills siswa smk untuk kesiapan kerja dan daya saing global di era industri 40,0
transparansi pengelolaan dana desa di desa tabang kecamatan rainis kabupaten kepulauan talaud,0
pilkada dki jakarta 2017 dinamika politik identitas di indonesia,0
perlindungan konsumen dalam pembelian produk online analisis perspektif hukum perlindungan konsumen di indonesia,0
model sistem logistik bencana berbasis scm berdasarkan kasus erupsi gunung merapi 2010,1
kecerdasan buatan,1
peramalan data indeks harga konsumen berbasis time series multivariate menggunakan deep learning,1
peranan hukum internasional dalam penegakan hak asasi manusia,0
obesitas pola diet dan aktifitas fisik dalam penanganan diabetes melitus pada masa pandemi covid19,0
penulisan artikel ilmial berbantuan artificial intelegence ai untuk seluruh dosen di indonesia,1
model penerjemah bahasa isyarat huruf hijaiyah secara realtime menggunakan cnn,1
optimalisasi penjadwalan babak penyisihan pertandingan sepak bola liga mahasiswa jawa barat menggunakan algoritma genetika,1
persepsi mahasiswa program studi informatika universitas al azhar indonesia terhadap implementasi merdeka belajar kurikulum merdeka,1
model klasifikasi berbasis multiclass classification dengan kombinasi indobert embedding dan long shortterm memory untuk tweet berbahasa indonesia,1
kosmologi laut dalam tradisi lisan orang mandar di sulawesi barat,0
perancangan aplikasi smart home menggunakan esp32 berbasis android,1
pembelajaran dasar algoritma dan pemrograman menggunakan elgoritma berbasis web,1
disfungsi institusi konservasi dan dampaknya pada kegagalan adopsi teknologi konservasi tanah dan air studi kasus di kabupaten wonogiri dan temanggung jawa,0
pengembangan aplikasi aman di cloud untuk lean startup,1
faktor aging population di jepang dan upaya pemerintah jepang dalam mengatasi fenomena tersebut,0
pengaruh internet of things iot dalam industri,1
pengembangan sistem identifikasi fakta dan tidak fakta berita di media informasi berbahasa indonesia,1
sistem kendali perangkat elektronik rumah berbasis android dan arduino,1
evaluasi motor listrik sebagai penggerak mobil listrik,0
deteksi email spam menggunakan algoritma convolutional neural network cnn,1
analisis perbandingan optical character recognition google vision dengan microsoft computer vision pada pembacaan ktpel,1
eksperimen nave bayes pada deteksi berita hoax berbahasa indonesia,1
persepsi siswa smk kristen ti salatiga tentang bahaya merokok bagi kesehatan,0
aktivitas fisik pola makan dan konsumsi makanan glikemik tinggi meningkatkan risiko kejadian diabetes mellitus tipe 2,0
faktorfaktor yang mempengaruhi terhadap kriminalitas di indonesia,0
perancangan pompa air tenaga surya guna memindahkan air bersih ke tangki penampung,0
implementasi algoritma yolo dan tesseract ocr pada sistem deteksi plat nomor otomatis,1
dampak penambangan timah ilegal yang merusak ekosistem di bangka belitung,0
upaya peningkatan peran badan komunikasi pemuda remaja masjid indonesia dalam proses legalitas guru taman pendidikan alqur,0
kesinambungan dan kesamaan agamaagama menuju multikulturalisme beragama,0
mesin pengindikasi kemiripan untuk dokumen berbahasa indonesia,1
manajemen fundamental periklanan media digital,1
pesan anti rasisme dalam pertandingan kualifikasi euro 2020 belanda vs estonia di mola tv,0
pengembangan sistem pengenalan plat nomor indonesia menggunakan yolov8 dan easyocr,1
tinjauan hadis nabi terhadap upaya reboisasi pertanian,0
perancangan intelligent tutoring system sebagai upaya inovatif pada pembelajaran pemrograman terstruktur,1
hubungan antara resiliensi dan dukungan sosial dengan stress akademik mahasiswa baru di jakarta pada masa pandemi covid19,0
penerapan nilai pancasila melalui program makan bergizi gratis,0
pencitraan upaya membangun public opinion bagi lembaga pendidikan islam,0
sistem rekomendasi pada ecommerce menggunakan knearest neighbor,1
problematika penerapan kurikulum merdeka pada pembelajaran bahasa indonesia di smp surakarta,0
pengembangan sistem informasi perisai pelaporan mandiri saat isolasi untuk orang dalam pemantauan covid19,1
urgensi pendidikan keluarga dsala pengembangan budaya gemar membaca siswa,0
peran orang tua dalam pencapaian prestasi atlet panahan kabupaten badung pada porprov xi tahun 2015,0
pengurangan emisi karbon pada industri logistik dengan penggunaan teknologi artificial intelligence,1
rekayasa perangkat lunak,1
pengaruh komposisi air laut dan pasir laut sebagai sumber energi listrik,0
analisis wawasan penjualan supermarket dengan data science,1
perlawanan hegemoni budaya di era globalisasi analisis isi poskolonial pada produk desain instagram kamengski,0
manajemen risiko dalam proyek konstruksi evaluasi dan pengembangan model,0
efektifitas media edukasi gizi untuk peningkatan pengetahuan gizi remaja,0
penambangan data formulir pendaftaran untuk memprediksi kinerja mahasiswa prodi pendidikan matematika unisma menggunakan chaid,1
kurikulum merdeka dalam perspektif filsafat pendidikan ki hajar dewantara,0
hubungan kualitas tidur dan aktivitas fisik dengan tekanan darah pada lansia di posyandu lansia desa setrorejo,0
hari kiamat dalam perspektif islam dan budha studi perbandingan,0
efektivitas terapi musik dalam menurunkan nyeri pada pasien anak a literature review,0
manajemen kepelatihan klub renang kota kediri tahun 2019,0
analisa penerapan facial emotion recognition pada sistem elearning analysis of facial emotion recognition in elearning systems,1
perancangan automatic predictive maintenance unit part dump body 777 menggunakan pemrograman dengan metode wear rate,1
manajemen risiko dalam proyek konstruksi,0
analisis kegiatan penambangan pasirbatu terhadap erosi kualitas air dan sosial ekonomi masyarakat di sekitar sungai indragiri,0
logika struktur roman arch dalam kaitannya dengan yesus kristus sebagai batu penjuru,0
pembelajaran steam dengan media loose parts guna menstimulasi perkembangan anak,0
perancangan sistem monitoring dan otomasi pada hidroponik menggunakan algoritma rule base berbasis iot,1
dampak psikologis kekerasan seksual pada anak,0
penyuluhan bahaya rokok untuk meningkatkan kesadaran remaja mengenai dampak buruk rokok bagi kesehatan di smp tawwakal denpasar,0
faktorfaktor yang berhubungan dengan pengetahuan kesehatan reproduksi remaja di smk yak 1 bogor kecamatan tanah sareal kota bogor provinsi jawa barat,0
hubungan akuntabilitas dan transparansi sektor organisasi nirlaba pada lembaga pemerintahan,0
faktorfaktor yang mempengaruhi ketepatan waktu keberangkatan pesawat on time performancestudi kasus di bandar udara internasional jenderal ahmad,0
determinan persepsi perilaku generasi milenial dengan generasi z mempengaruhi keputusan dalam pemilihan umum tahun 2024,0
peninjauan bencana alam akibat deforestasi hutan dan tantangan penegakkan hukum mengenai kebijakan penebangan hutan berskala besar di indonesia,0
pemberdayaan masyarakat dalam pencegahan stunting,0
rancang bangun line chatbot informasi dan edukasi kesehatan mental menggunakan algoritma jaro winkler,1
implementasi machine learning dengan algoritma naive bayes terhadap sistem informasi pelayanan pemberkasan kepegawaian di bkpsdm kota palembang,1
implementasi alat musik tradisional songah di era globalisasi pada anak sekolah dasar,0
penerapan artificial intelligence ai untuk deteksi dini dan intervensi gangguan kesehatan mental,1
perlindungan hukum bagi whistleblower dalam tindak pidana korupsi di indonesia,0
pengaruh rasa kesadaran terhadap kesejahteraan psikologis pada mahasiswa,0
olahraga pendidikan dan olahraga prestasi,0
deteksi kondisi emosi pada media sosial menggunakan pendekatan leksikon dan natural language processing,1
sistem pengujian hafalan alquran melalui suara menggunakan metode discrete cosine transform dct,1
peran manusia terhadap keseimbangan lingkungan hidup di nagari limakaum,0
pemanfaatan artificial intelligence pada pembelajaran dan asesmen di era digitalisasi,1
fenomena gerhana dan signifikansi astronomi dalam alquran,0
literasi keuangan digital untuk mendorong wirausaha berbasis digital,1
diplomasi publik sebagai nation branding dengan terpilihnya indonesia sebagai tuan rumah fiba world cup 2023,0
sistem informasi monitoring pengembangan software pada tahap development berbasis web,1
penerapan metode residual network resnet dalam klasifikasi penyakit pada daun gandum,1
penghilangan bau amoniak dari tempat penumpukan leum pada industri karet remah dengan menggunakan teknik biofilter,0
kebijakan hukum terkait tindakan rasisme yang melumpuhkan sistem keadilan di indonesia,0
analisis sentimen terhadap pariwisata di kabupaten grobogan berbasis orange menggunakan naive bayes,1
manajemen krisis di balik iklaniklan kontroversial milik benetton,0
bahaya merokok pada remaja,0
kecerdasan buatana,1
efek rumah kaca terhadap bumi,0
pendidikan anakanak perspektif alquran dan hadits,0
analisis faktor yang mempengaruhi tingkat pengangguran terbuka di indonesia tahun 20152020,0
pendampingan umkm roti desa simoketawang menuju enterpreneur digital,1
pengaruh globalisasi terhadap eksistensi identitas nasional bangsa indonesia saat ini,0
perkembangan peserta didik,0
pengaruh tingkat literasi media terhadap perilaku penyebaran hoax di kalangan generasi z studi pada siswa sma negeri 4 depok,0
pelecehan seksual anak di bawah umur pada anak indonesia,0
peran orang tua dalam pendidikan anak di masa pandemi,0
implementasi predictive maintenance pada bearing dengan menggunakan machine learning untuk memprediksi temperatur,1
pengenalan suku kata bahasa indonesia menggunakan metode lpc dan backpropagation neural network,1
analisis dan prediksi data penjualan menggunakan machine learning dengan pendekatan ilmu data,1
implementasi data mining untuk analisis data penjualan dengan menggunakan algoritma apriori studi kasus dapoerins,1
peran guru dalam pembentukan karakter siswa sekolah dasar melalui pembelajaran bahasa indonesia,0
analisis manajemen risiko pada pelaksanaan pembangunan proyek konstruksi gedung bertingkat tinggi studi kasus proyek,0
deteksi objek lubang pada citra jalan raya menggunakan pengolahan citra digital,1
implementasi teknik embossing pada pengenalan plat kendaraan untuk identifikasi otomatis berbasis opencv,1
klasifikasi jenis kacangkacangan berdasarkan tekstur menggunakan jaringan syaraf tiruan,1
polarisasi masyarakat pada penyelenggaraan pemilihan umum di indonesia dalam kajian sosiologi hukum,0
hubungan antara efikasi diri dan dukungan sosial dengan stres akademik pada siswa,0
pengembangan sistem manajemen baterai pada plts menggunakan onoff grid tie inverter,1
sikap konsumen terhadap atribut produk untuk mengukur daya saing produk jeruk,0
pengenalan jenis golongan darah menggunakan jaringan syaraf tiruan perceptron,1
penegakan hukum terhadap perdagangan mainan anak impor tidak memiliki sni di wilayah hukum polres kepulauan meranti,0
evaluasi dan implementasi indobert question answering qa pada domain spesifik menggunakan mean reciprocal rank,1
penerapan clean architecture dalam membangun aplikasi berbasis mobile dengan framework google flutter,1
analisis yuridis terhadap kerugian konsumen dalam transaksi ecommerce melalui metode pembayaran cash on delivery cod ditinjau dari undangundang,0
pengembangan kurikulum merdeka belajar kampus merdeka mbkm untuk meningkatkan daya saing mahasiswa di uin sayyid ali rahmatullah tulungagung,0
rancang bangun sistem pemantauan kualitas udara berbasis arduino untuk mendeteksi polusi udara di perkotaan,1
media sosial dan aplikasi kecerdasan buatan dalam preferensi dan partisipasi pemilih di pemilihan umum,1
sistem pengenalan suara pada lingkungan bising untuk kursi roda pintar menggunakan mfcc dan resnet50v2,1
pengembangan sistem informasi manajemen transportasi berbasis web di pt surveyor indonesia menggunakan framework laravel,1
pengaruh organisasi kemahasiswaan terhadap prestasi belajar mahasiswa program studi pendidikan ekonomi stkip nias selatan tahun akademik 20172018,0
pengolahan data sensor iot dengan apache spark menggunakan metode batch processing,1
ujaran kebencian hate speech di media sosial dalam konteks hukum dan perubahan sosial studi kasus pada masyarakat kota medan,0
politik hukum investasi dalam pembangunan ibu kota baru ditinjau dari undangundang no 3 tahun 2022,0
pengaruh urbanisasi terhadap lahan garapan di indonesia,0
peran guru dalam pengembangan karakter pada siswa kelas iii sd negeri 071154 anaoma kecamatan alasa,0
gambaran kadar glukosa darah puasa pada pekerja kantor,0
analisis dampak disruptif ai terhadap ketenagakerjaan potensi positif dan tantangan negatif,1
nilai kearifan lokal tradisi sedekah laut dalam meningkatkan semangat gotong royong masyarakat pesisir pantai pelabuhan ratu,0
analisis penerapan machine learning dan algoritma anomali untuk deteksi penipuan pada transaksi digital,1
model promosi marketplace berbasis artificial inteligence ai di indonesia,1
analisis kebutuhan dan perencanaan pembelajaran geografi berbasis teknologi informasi di era digital pada kurikulum merdeka di sma negeri 3 medan,0
persepsi atlet futsal putra universitas teknokrat indonesia terhadap hipnoterapi dalam meningkatkan konsentrasi saat bertanding,0
peran kuliah kerja nyata kkn dalam mewujudkan sustainable development goals sdgs di desa wanaherang,0
strategi pengelolaan data dan informasi geospasial kabupaten barito kuala,1
analisis manajemen krisis zara fashion di masa pandemi covid19,0
konsep mubadalah faqihuddin abdul kodir dan formulasinya dalam pola pengasuhan anak,0
pengaruh kegiatan penambangan timah terhadap kualitas air laut di wilayah pesisir kabupaten bangka provinsi kepulauan bangka belitung,0
mengatasi dan menyikapi kesenjangan sosial dengan menggunakan penerapan ekonomi syariah,0
implementasi metode naive bayes classifier pada sistem pengklasifikasi berita otomatis berbasis website studi kasus berita lokal dari mediamassa online,1
pengembangan prototipe media pembelajaran berbicara berbasis virtual reality,1
evaluasi sistem hukum indonesia dalam menangani cyberbullying berbasis teknologi informasi dan komunikasi,1
perbandingan algoritma klasifikasi untuk prediksi cacat software dengan pendekatan crispdm,1
implementasi jaringan syaraf tiruan backpropagation untuk mendiagnosis penyakit kulit pada anak,1
peran lembaga swadaya masyarakat spekham solo sebagai upaya memberikan perlindungan hukum bagi korban kdrt selama covid19 studi kasus di spek,0
konsep diri pria biseksual,0
evaluasi kualitas perangkat lunak menggunakan isoiec 91264 quality in use studi kasus filkom apps,1
pembelajaran seni rupa dua dimensi pada media logam aluminium di sma muhammadiyah 4 surabaya,0
eksplorasi potensi penggunaan blockchain dalam optimalisasi manajemen pelabuhan di indonesia tinjauan literatur,1
kritik sosial pada puisi lagu orang usiran karya wh auden,0
adaptasi model transformer mt5 ke t5 bahasa indonesia untuk automatic question generation dari teks bahasa indonesia,1
pengembangan media pembelajaran fisika berbasis game edukasi analisis bibliometrik menggunakan software vosviewer 20172022,1
internet of things dalam pendidikan di masa pandemi covid19 dan di era masyarakat 50,1
penerapan metode yolov5 dan teknologi texttospeech dalam aplikasi pengenalan abjad dan objek sekitar untuk anak usia dini,1
persepsi bahaya merokok terhadap kesehatan,0
implementasi algoritma bilstm dalam mendeteksi entitas waktu dan lokasi kebakaran hutan,1
penerapan media berbasis virtual reality untuk menumbuhkan kreativitas peserta didik dalam pembelajaran bahasa indonesia,1
etika profesi hakim dalam perspektif hukum islam,0
pemanfaatan platform lowcode sitecore dalam pengembangan website content management system dan quality control pada website pt xyz,1
penyuluhan bahaya merokok bagi kesehatan di kenagarian simpang sugiran kecamatan guguak kabupaten 50 kota,0
aplikasi artificial intelligence untuk mendeteksi objek berbasis web menggunakan library tensorflow js react js dan coco dataset,1
evaluasi efektivitas sistem kontrol ti prosedur audit dan deteksi kecurangan di institusi keuangan,1
kajian dampak lingkungan industri terhadap kualitas hidup warga sekitar,0
implementasi model indobert untuk klasifikasi jenis tindak pidana korupsi berbasis web application,1
pengaruh inflasi dan tingkat pengangguran terhadap pertumbuhan ekonomi di indonesia periode 20102016,0
perancangan dan pengembangan sistem absensi realtime melalui metode pengenalan wajah,1
perspektif ekokritik kiki sulistyo dalam cerpen pohonpohon jalan protokol,0
politik hukum penanganan sampah plastik sekali pakai,0
analisis text mining pada sosial media twitter menggunakan metode support vector machine svm dan social network analysis sna,1
implementasi algoritma kmeans untuk klasterisasi kinerja akademik mahasiswa,1
deteksi keaslian uang kertas berdasarkan watermark dengan pengolahan citra digital,1
klasifikasi teks berita berbahasa indonesia menggunakan machine learning dan deep learning studi literatur,1
pengembangan media pembelajaran berbasis aplikasi game dalam pembelajaran bahasa indonesia pada siswa kelas xi,1
implementasi deep learning untuk deteksi penyakit hawar daun pada tanaman padi,1
revitalisasi pengelolaan data spasial dalam mewujudkan penyelenggaraan informasi geospasial berkualitas dan satu data indonesia provinsi lampung serta,1
klasifikasi dan pengenalan emosi dari ekspresi wajah menggunakan cnnbilstm dengan teknik data augmentation,1
perancangan museum astronomi bertema paradoks big bang sebagai pusat informasi perbintangan di indonesia,0
analisis faktorfaktor yang mempengaruhi keselamatan pengoperasian alat angkat bongkar muat peti kemas studi kasus di pt pelabuhan tanjung priok,0
spiritualitas dan kesejahteraan psikologis pada abdi dalem punokawan ngayogyakarta hadiningrat,0
pengembangan sistem pembelajaran html dan css dengan konsep gamification berbasis web,1
identifikasi jenis file pada artefak digital menggunakan algoritma machine learning,1
pengklasteran dan segmentasi karakteristik donatur sedekah daring dengan teknik penambangan data,1
peran manajemen keuangan digital dalam pengelolaan keuangan pada umkm di banjarmasin,1
jaringan syaraf tiruan algoritma backpropagation dalam memprediksi ketersediaan komoditi pangan provinsi riau,1
implementasi teknologi blockchain dalam pengamanan sistem keuangan pada perguruan tinggi implementation of blockchain technology in securing financial,1
akurasi prediksi curah hujan harian operasional di jabodetabek perbandingan dengan model wrf,1
algoritma matematika untuk pengolahan bahasa alami,1
intervensi pencegahan stunting pada masa prakonsepsi literature review,0
pengaruh aktivitas fisik terhadap stabilitas tekanan darah penderita hipertensi pada lansia di upt puskesmas bahagia tahun 2022,0
hukum trading dalam islam,0
perlindungan hukum terhadap korban kekerasan seksual pasca pengesahan undangundang tindak pidana kekerasan seksual penerapan dan efektivitas,0
peran badminton world federation bwf terhadap perkembangan olahraga bulu tangkis indonesia di dunia internasional periode 20152018,0
pengaruh financial capital dan literasi keuangan terhadap kinerja usaha kecil dan menengah ukm di kota malang,0
aplikasi penjadwalan otomatis ujian proposal dan sidang skripsi pada fakultas ilmu komputer universitas muhammadiyah riau,1
implementation of virtual reality technology as a learning media for indonesian language at pusdiklat bahasa badiklat kemhan,1
penyimpangan perilaku seksual menelaah maraknya fenomena lgbt di indonesia,0
analisis dampak perubahan iklim terhadap produksi kedelai dan pilihan adaptasi strategisnya pada lahan tadah hujan di kabupaten garut,0
dampak kesenjangan sosial di indonesia,0
pemberian suaka diplomatik berkaitan dengan hak asasi manusia dalam perspektif hukum internasional,0
analisis program makan gratis prabowo subianto terhadap strategi peningkatan motivasi belajar siswa di sekolah tinjauan dari perspektif sosiologi pendidikan,0
deteksi tingkat kematangan buah pinang menggunakan metode support vector machine berdasarkan warna dan tekstur,1
pengembangan sistem informasi elearning mendukung proses pembelajaran jarak jauh,1
manajemen krisis public relations pt hero supermarket pada penutupan gerai giant indonesia,0
dukungan sosial dengan stres akademik mahasiswa perantau dalam pembelajaran daring di masa pandemi covid19,0
penggunaan media edukasi online untuk pencegahan stunting pada masyarakat umum di era pandemi covid19,0
penerapan relaksasi benson terhadap tekanan darah pada pasien hipertensi di rsud jendral ahmad yani kota metro tahun 2022,0
deteksi jenis emosi dari teks bahasa indonesia menggunakan keywordspotting dan naive bayes,1
algoritma optimasi,1
analisis konflik israel dan palestina terhadap pelanggaran hak asasi manusia dalam perspektif hukum internasional,0
rancangan layar sebagai alat bantu pendewasa interaksi manusia dengan komputer,1
implementasi penggunaan artificial intelligence dalam channel youtube dompet dhuafa tv,1
peranan pupuk organik dalam peningkatan produktivitas tanah dan tanaman,0
pengaruh aktivitas organisasi dan intensitas belajar mahasiswa pendidikan matematika terhadap prestasi belajar,0
penerapan algoritma genetika pada sistem rekomendasi wisata kuliner,1
perancangan sistem informasi akademik berbasis web pada smk pasar minggu jakarta,1
perubahan orientasi seksual pada remaja gay di kabupaten sukabumi,0
peran dokter dalam meningkatkan literasi kesehatan masarakat melalui artificial intelligence,1
rancangan sistem pengiriman otomatis tanpa awak untuk pengoptimalan pengiriman dengan pengambilan keputusan rute berbasis ai,1
pengembangan sistem pengenalan wajah menggunakan metode generalized learning vector quantization glvq,1
pengembangan aplikasi pengenalan bahasa isyarat abjad sibi menggunakan metode convolutional neural network cnn,1
pengembangan sistem angkutan kota angkot pintar smart public transportation dalam mewujudkan kota pintar smart city,1
penciptaan karakter anime otomatis dengan menggunakan generative adversarial networks,1
pengembangan model deep learning untuk deteksi retinopati diabetik menggunakan metode transfer learning,1
dataset indonesia untuk analisis sentimen,1
dinamika arsitektur indonesia dan representasi politik identitas pasca reformasi,0
peramalan harga minyak mentah di indonesia dengan menggunakan metode fuzzy time series,1
peran media dalam mempengaruhi opini publik tentang hukum dan keadilan,0
peran guru dalam mempertahankan cultural heritage indonesia dalam membentuk karakter siswa di sekolah indonesia kuala lumpur,0
implementasi penerjemah bahasa isyarat pada bahasa isyarat indonesia bisindo dengan metode principal component analysis pca,0
memahami indahnya semesta dengan dasar teori kosmologi dan astronomi fisika serta sejarahnya,0
studi analisis kualitas air sungai brangbiji sumbawa besar,0
analisis sentimen pengguna x indonesia terkait kendaraan listrik menggunakan indobert,1
gordang sambilan alat musik etnis mandailing di bawah pengaruh era globalisasi,0
studi pengembangan sistem pengenalan individu sapi berbasis biometrik muzzle menggunakan model mobilenetv2,1
hubungan antara status gizi dengan perkembangan motorik kasar anak balita di rsud tugurejo semarang tahun 2013,0
membangun karakter dalam perspektif filsafat pendidikan ki hadjar dewantara,0
pengembangan sistem manajemen energi berbasis iot internet of things untuk sistem refrigerasi hybrid pcm phase change material pada ecoreefer,1
analisis dampak perubahan iklim terhadap produktivitas tanaman pangan,0
efektivitas model blended learning terhadap motivasi dan tingkat pemahaman mahasiswa mata kuliah algoritma dan pemrograman,1
tata kelola keamanan siber dan diplomasi siber indonesia di bawah kelembagaan badan siber dan sandi negara cyber security governance and indonesian,1
hambatan komunikasi antarbudaya perantau banyuwangi di jepang,0
peningkatan kinerja knearest neighbor menggunakan bagging pada permasalahan ragam kelas terhadap pemeliharaan prediktif permesinan,1
desain interaksi aplikasi pengendali smart home menggunakan smartphone android,1
analisis framing pemberitaan program makan gratis prabowo subianto di media online,0
analisa pengaruh artificial intellegence dalam kehidupan seharihari,1
implementasi machine learning dalam pembuatan chatbot pada sistem aplikasi peraturanku,1
peran artificial intelligences sebagai alat bantu dalam meningkatkan keterampilan menulis mahasiswa pendidikan agama islam di era disruptif,1
optimasi algoritma knearest neighbor untuk klasifikasi tingkat kematangan buah alpukat berdasarkan warna,1
analisis penggunaan ai dalam algoritma sosial media systematic literature review,1
keamanan iot dan sistem terdistribusi,1
interelasi masyarakat adat kajang dan pola kehidupan modern,0
pengaruh perubahan iklim terhadap produk domestik regional bruto sektor pertanian,0
transformasi sosial budaya masyarakat pasca pandemi covid 19,0
analisis faktorfaktor yang mempengaruhi tingkat pengangguran studi kasus provinsiprovinsi sesumatera,0
strategi public relation dalam membentuk citra positif di masyarakat studi kasus di dinas sosial pemberdayaan perempuan dan perlindungan,0
hubungan antara dukungan sosial dengan stres akademik pada mahasiswa di masa pandemi covid19,0
pengembangan chatbot konsultasi kesehatan mental kesehatan mental berbasis open ai model gpt35 turbo menggunakan media,1
kyushoku di jepang sebagai referensi program makan bergizi gratis di indonesia,0
pengaruh pola asuh orang tua terhadap pembentukan karakter anak di era globalisasi,0
perilaku masyarakat dalam memanfaatkan air sungai siak sebagai sumber kehidupan dan dampaknya terhadap estetika serta kesehatan lingkungan di wilayah,0
teknik single page application spa layout web dengan menggunakan react js dan bootstrap,1
problematika penegakan kode etik kepolisian sebagai akibat menurunnya integritas kepolisian republik indonesia di masyarakat,0
analisis faktor peningkatan angka kriminalitas di meksiko pada pemerintahan phelipe calderon tahun 20062012,0
analisis kualitas udara menggunakan algoritma kmeans,1
analisis kecenderungan informasi terkait covid10 berdasarkan big data sosial media dengan menggunakan metode data mining,1
identifikasi jenis penyakit daun jagung menggunakan deep learning pretrained model,1
search on indonesian antiplagiarism detection pemanfaatan web crawler untuk pencarian referensi pada deteksi antiplagiarisme dokumen bahasa indonesia,1
pengaruh kurs suku bunga sbi laju inflasi dan harga emas terhadap indeks harga saham pertambangan,0
pengaruh variabel makro ekonomi terhadap return saham kelompok sektoral yang terdaftar di bursa efek indonesia,0
sistem informasi manajemen,1
filsafat pendidikan ki hajar dewantara tokoh timur,0
modul pelatihan pengolahan data geospasial menggunakan quantum gis,1
gambaran tingkat ketergantungan pada pasien lansia di rojinhome yoichi kokuba okinawa jepang,0
sistem pendeteksian kerusakan lampu sinyal pada stasiun kereta api dengan metode predictive maintenance,1
dampak penggunaan software aplikasi berbasis artificial intelligence terhadap keterampilan menulis peserta didik studi kasus quillbot dan grammarly,1
penyisihan kadar amoniak dalam limbah cair industri pupuk menggunakan sequencing batch reactor,0
upaya upt pelatihan kerja jombang dalam peningkatan kualitas tenaga kerja melalui standarisasi kegiatan pelatihan,0
masa depan demokrasi indonesia penggunaan ai untuk pemilu yang aman dan berintegritas,1
model penerapan sistem rekomendasi kuliner pada objek wisata berbasis userbased collaborative filtering,1
pengembangan game edukasi pengenalan bahasa inggris dasar untuk anak tk,1
efektivitas penerapan diversi terhadap penanganan anak yang berhadapan dengan hukum dalam peradilan pidana anak sesuai undangundang republik,0
pengolahan bahasa alami untuk penerjemahan keluhan pasien pada anamnesis dalam bentuk teks atau suara,1
passage retrieval untuk question answering bahasa indonesia menggunakan bert dan faiss,1
implementasi quantum learning upaya meningkatkan keterampilan menulis karangan pada pembelajaran bahasa indonesia kelas iii di sekolah dasar,1
pengembangan model pembelajaran jarak jauh berbasis web,1
analisis struktur retorika dan fitur linguistik bagian pendahuluan artikel jurnal penelitian berbahasa indonesia dalam bidang ilmu kedokteran dan kesehatan,0
kompresi teks menggunakan algoritma huffman dan md5 pada instant messaging smartphone android,1
penerapan teknologi big data dalam pengembangan database pendidikan,1
efektivitas otonomi daerah dalam membangun pemberdayaan sumber daya manusia pada masyarakat pedesaan,0
kohesivitas tim pendukung sepakbola persija,0
implementasi izin edar produk pirt melalui model pengembangan sistem keamanan pangan terpadu,1
pengembangan sistem informasi pengolahan data pencari kerja pada dinas sosial dan tenaga kerja kota padang,1
klasifikasi hoax vs nonhoax pada berita bencana alam berbahasa indonesia menggunakan word embedding,1
evaluasi penggunaan artificial intelligence dalam audit forensik pada pandangan mahasiswa dan praktisi akuntansi tahun 20202025,1
aplikasi pengolahan data alumni diploma tiga manajemen informatika universitas methodist indonesia medan,1
implementasi metode waterfall dalam mengembangkan sistem informasi ujian online dengan fitur proctoring,1
kebiasaan rasis sebagai manifestasi orientasi ketubuhan subjek rasis di indonesia telaah kritis ontologi tubuh merleauponty,0
pengembangan aplikasi digisin sebagai manajemen informasi pada papan iklan digital dengan framework sveltekit,1
intervensi mindfulness meningkatkan kesejahteraan psikologis di krisis pandemi covid19 literatur review,0
analisis jaringan dan aktor batalkanomnibuslaw di media sosial twitter menggunakan social network analysis sna,1
analisis bibliometrik pada pengaruh berita di media sosial terhadap perilaku remaja di lingkungan masyarakat,0
bentuk toleransi umat beragama islam dan konghucu di desa karangturi kecamatan lasem kabupaten rembang,0
aktivitas fisik dan hubungannya dengan kejadian diabetes melitus,0
deteksi pergerakan kepala menggunakan kombinasi yolov8n dan ghostnet untuk navigasi kursi roda pintar,1
pengaruh urbanisasi terhadap perubahan struktur ekonomi,0
implementasi web scraping pada portal berita online,1
perkembangan sistem pembayaran digital pada era revolusi industri 40 di indonesia,1
studi literatur ancaman serangan siber artificial intelligence ai terhadap keamanan data di indonesia,1
pengaruh penggunaan aplikasi quizizz sebagai game edukasi untuk meningkatkan kemampuan kognitif anak usia dini di tk anak bangsa,0
menguak monopoli dan pelanggaran persaingan dalam industri penerbangan internasional studi kasus garuda indonesia vs,0
perkembangan media massa dan dampaknya terhadap perubahan sosial di masyarakat perkotaan,0
pengaruh terapi meditasi dzikir terhadap tingkat stres pada lansia,0
